question_id,question_text,decomposition,split
NLVR2_train_train-3304-1-1,"If in at least one image, there are multiple birds in flight",return birds ;return #1 that are in  flight ;return images ;return number of  #2 for each  #3 ;return #3 where  #4 is at least two ;return number of  #5 ;return if  #6 is at least one,train
CLEVR_train_9344,what material is the cylinder closest to the green cube?,return green cube ;return cylinder closest to #1 ;return material of #2,train
COMQA_train_cluster-1016-3,what is the evolution of the highest point in kansas?,return kansas ;return points of #1 ;return height of #2 ;return #2 where  #3 is highest ;return elevation of #4,train
CWQ_train_WebQTest-1938_39094f749e7c4aee93e81abef88a488e,In what location did the actor from Robin Williams: Weapons of Self Destruction get married?,return Robin Williams Weapons of Self Destruction ;return actor of #1 ;return location where #2 gets married,train
CWQ_train_WebQTest-1161_96524a4b5dc005e8b359af3a554b1d45,What is the mascot name of the educational institution that is Clemson University?,return Clemson University ;return mascot of #1 ;return name of #2,train
CLEVR_train_9029,How many cylinders are in the image?,return cylinders ;return number of  #1,train
CLEVR_train_12314,Are there any cyan objects?,return cyan objects ;return number of  #1 ;return if #2 is higher than zero,train
CWQ_train_WebQTrn-1528_e721ea4bd6901577c972ccd44a612bca,What high school did Tupac attend that has the NCES school ID less than 240009000298?,return Tupac ;return high school  of #1 ;return #2 that has the  NCES school  ID of less than 240009000298,train
SPIDER_train_4906,Find the name all districts with city area greater than 10 or population larger than 100000,return districts ;return city area of  #1 ;return #1 where  #2 is  greater than  10 ;return population of  #1 ;return #1 where  #4 is  greater than  100000 ;return #3 or  #5 ;return names of  #6,train
NLVR2_train_train-13043-0-0,If the left image contains at least three spotted wild cats.,return the  left image ;return wild cats in  #1 ;return #2 that are spotted ;return number of  #3 ;return if  #4 is at least three,train
SPIDER_train_3398,Give me the name and year of opening of the manufacturers that have either less than 10 factories or more than 10 shops.,"return manufacturers ;return factories of  #1 ;return number of #2 for each #1 ;return #1 where  #3 is  lower than 10 ;return shops of  #1 ;return number of #5 for each #1 ;return #1 where  #6 is  higher than 10 ;return #4 or  #7 ;return names of  #8 ;return years of  opening of #8 ;return #9 ,   #10",train
DROP_train_nfl_838_28232040-8e82-433c-846c-9bbfb667fff7,How many more TD pass did Jake Delhomme throw than Marc Bulger?,return Jake Delhomme ;return TD passes of #1 ;return number of  #2 ;return Marc Bulger ;return TD passes of #4 ;return number of  #5 ;return difference of #3 and  #6,train
CLEVR_train_9394,How many objects are hiding behind the brown block?,return the  brown block ;return objects ;return #2 that  are hiding behind #1 ;return number of  #3,train
DROP_train_nfl_1046_60d5765f-2eb3-4ade-8279-57317813589f,Which player caught a pass for the first score?,return scores ;return the  first of #1 ;return player of #2,train
ACADEMIC_train_113,"return me the number of papers in PVLDB after 2000 in "" University of Michigan "" . ",return papers ;return #1 in PVLDB ;return #2 after 2000 ;return #3 in University of  Michigan ;return number of  #4,train
CLEVR_train_8311,What shape is the only big object in the picture?,return big object ;return shape of #1,train
CWQ_train_WebQTrn-2572_ce9f3a3fce158aee96faff3aef1c049b,Through which state does the Connecticut river flow where David Narkewicz was also born?,return the  Connecticut river ;return states that #1 flows Through ;return #2 where David Narkewicz was  born,train
DROP_train_nfl_2279_6d72a965-17ca-40f5-8f00-9efd7605d295,How many field goals between 25 and 60 yards were made?,return field goals ;return yards of #1 ;return #1 where #2 is at least 25 ;return #1 where #2 is at most 60 ;return #1 in  both #3 and  #4 ;return number of  #5,train
NLVR2_train_train-1189-0-1,If one of the images is of a lone animal on a sandy beach.,return lone animal ;return sandy beach ;return #1 on #2 ;return If #3 is  in  one image,train
DROP_train_history_1497_1278dfbb-c9a7-4e5b-94ee-c40c1f02c531,How many years was WPEP-AM on the air?,return WPEP-AM was  on the  air ;return years of #1 ;return number of  #2,train
CWQ_train_WebQTrn-580_f35ed9586d835158b78e037d773b0bf1,What movie starred Taylor Lautner and was written by Matt Johnson?,return Taylor Lautner ;return movies of #1 ;return #2 that are written by Matt Johnson,train
CLEVR_train_2716,Are there any large cubes?,return cubes ;return #1 that are large ;return number of  #2 ;return is #3 higher than zero,train
DROP_train_history_1683_10039d5d-e723-4830-b2d7-c0d74147c1d3,How many years did conscription last?,return conscription ;return years of #1 ;return the  number of  #2,train
SPIDER_train_3332,What are the first names of student who only took one course?,return students ;return courses #1 took ;return number of  #2 for each  #1 ;return #1 where #3 is  one ;return first name of  #4,train
NLVR2_train_train-7448-3-0,If the dog in the image on the left is sitting.,return left image ;return dog in  #1 ;return if  #2 is sitting,train
CLEVR_train_15475,What color is the item that is to the left of the green object?,return the   green object ;return items ;return #2 to  the   left of #1 ;return the   color of #3,train
ATIS_train_533,is there a twa flight from las vegas to new york ,return flights ;return #1 from  las vegas ;return #2 to  new york ;return #3 on  twa,train
DROP_train_history_3186_a603f95b-b13e-484b-aa52-2e38f6e11d21,How many percent of Blacks were not Non-Hispanic Blacks?,return Blacks  ;return #1 that were Non-Hispanic ;return percent of #2 ;return the  difference of 100 percent and  #3,train
NLVR2_train_train-10730-0-0,If the image on the left has one bottle of st. ives fresh hydration lotion in front of objects that match the objects on the bottle.,return left image ;return bottle  of st. ives fresh hydration lotion in  #1 ;return objects  in  #1 ;return objects  on #2 ;return #3 that match #4 ;return #2 that is in  front of #5 ;return number of  #6 ;return if  #7 is equal to  one,train
COMQA_train_cluster-1996-4,who wrote the quote two heads are better than one'?,return the  quote two heads are better than one ;return who  wrote #1,train
NLVR2_train_train-8669-3-0,"If one image shows at least one pet rodent on shredded bedding material, and the other image shows a hand holding no more than two pet rodents.",return one image  ;return pet  rodents in  #1 ;return bedding material in  #1 ;return #3 that is shredded ;return #2 on #4 ;return number of  #5 ;return if  #6 is at least one ;return the  other image  ;return hand in  #8 ;return pet  rodents in  #8 ;return #10 that #9 is holding ;return number of  #11 ;return if  #12 is at most two ;return if  both  #7 and #13 are true,train
NLVR2_train_train-4983-3-1,If one image shows exactly three orange-and-white clown fish swimming by an anemone.,return clown fish ;return #1 that are orange-and-white ;return anemone ;return #2 swimming by #3 ;return images of #4 ;return number of  #4 for each  #5 ;return #5 where  #6 is equal to  three ;return number of  #7 ;return if  #8 is equal to  one,train
NLVR2_train_train-12828-2-0,If one of the dogs is shown with holiday decoration.,return dogs ;return holiday decoration ;return #1 shown with #2 ;return number of  #3 ;return if  #4 is equal to  one,train
CLEVR_train_35,There is one shiny object; what color is it?,return objects ;return #1 that  are shiny ;return color of #2,train
CLEVR_train_17672,How many objects are not green or blue?,return objects ;return #1 that  are not green ;return #2 that  are not blue ;return number of  #3,train
ATIS_train_1849,show me all flights arriving at dallas ,return flights ;return #1 to dallas,train
CLEVR_train_4996,Are the blue shiny block and the purple matte block the same size?,return block  ;return #1 that  is  blue ;return #2 that  is  shiny ;return #1 that  is  purple ;return #4 that  is  matte ;return size of #3 ;return size of #5 ;return if  #6 is  same as #7,train
DROP_train_history_1735_2971cdd1-2b94-41de-85e3-5dae8396f4ee,What are the top two countries Georgia exports its wines to?,return Georgia ;return wine exports of #1 ;return countries of #2 ;return number of  #2 for each #3 ;return #3 where #4 is the  top two highest,train
SPIDER_train_1264,"Show each apartment type code, and the maximum and minimum number of rooms for each type.","return apartment type codes ;return rooms of #1 ;return number of  #2 for each #1 ;return maximum of #3 ;return minimum of #3 ;return #1 ,  #4 ,   #5",train
ATIS_train_3929,show me the flights from pittsburgh to philadelphia ,return flights ;return #1 from  pittsburgh ;return #2 to philadelphia,train
CWQ_train_WebQTest-867_926783eae1c32f48725e4fbd717744af,What movie has Jennifer Lawrence starred in which was shot at Forsyth?,return Jennifer Lawrence ;return movies of #1 ;return #2 that was  a shot at Forsyth,train
NLVR2_train_train-10561-3-0,If there's no more than three dogs in the right image.,return right image ;return dogs in  #1 ;return number of #2 ;return If #3 is  at most three,train
CLEVR_train_17307,What object is to the right of the brown ball?,return brown ball ;return object to the right of #1,train
NLVR2_train_train-2085-3-1,If no hands are holding the wine glasses in the right-hand image.,return the  right-hand image ;return wine glasses in  #1 ;return hands in  #1 ;return #3 that are holding #2 ;return number of  #4 ;return if  #5 is equal to  zero,train
DROP_train_history_2206_c90f9dbb-2656-4726-be52-73de897dfad5,Which group from the census is larger: non-family households or husband-wife families?,"return the  census ;return non-family households group of #1 ;return husband-wife families group of #1 ;return size of #2 ;return size on #3 ;return which is highest of #4 ,  #5",train
CLEVR_train_4922,Do the green object and the object to the right of the blue cylinder have the same material?,return green object  ;return objects ;return blue cylinder ;return #2 to  the   right of #3 ;return material of #1 ;return material of #4 ;return is  #5 the   same as #6,train
